# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-25T17:1:27.594 25.52 24.16 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T17:1:27.699 25.52 24.16 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T17:1:27.801 25.52 24.16 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T17:1:27.902 25.52 24.16 0 0 0.38 -1.03 0.72 0 0 0 0 0 0
2014-5-25T17:1:28.007 25.52 24.16 0 24.59 0.38 -1.03 0.72 0 0 0 0 0 0
2014-5-25T17:1:28.110 25.52 24.16 0 24.59 0.38 -1.03 0.72 0 0 0 0 0 0
2014-5-25T17:1:28.213 25.52 24.16 0 24.59 0.38 -1.03 0.72 0 0 0 0 0 0
2014-5-25T17:1:28.317 25.52 24.16 0 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.418 25.52 24.16 0 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.521 25.52 24.16 0 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.623 25.52 24.16 0 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.728 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.831 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:28.933 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:29.036 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 0 0 0
2014-5-25T17:1:29.137 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.243 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.346 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.450 25.52 24.16 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.551 31.39 24.19 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.654 31.39 24.19 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.756 31.39 24.19 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.859 31.39 24.19 1287.65 24.59 0.38 -1.03 0.72 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:29.963 31.39 24.19 1287.65 24.59 0.03 -0.69 0.02 -5.55 4.03 -16.33 -32.89 -2.33 45.93
2014-5-25T17:1:30.065 31.39 24.19 1287.65 24.59 0.03 -0.69 0.02 -5.55 4.03 -16.33 -32.89 -2.33 45.93
