# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-23T17:13:35.028 25.63 27.00 0 27.36 -0.66 0.05 0.86 10.56 7.48 5.71 0 0 0
2014-5-23T17:13:36.030 29.68 27.03 421.52 27.36 -0.66 0.05 0.86 10.56 7.48 5.71 33.48 -11.90 14.99
2014-5-23T17:13:37.031 29.68 27.03 421.52 27.36 -0.45 0.08 0.98 10.56 7.48 5.71 33.48 -11.90 14.99
2014-5-23T17:13:38.032 29.68 27.03 392.38 27.36 -0.45 0.08 0.98 9.34 10.25 5.62 33.48 -11.90 14.99
2014-5-23T17:13:39.035 29.38 27.03 392.38 27.36 -0.41 0.02 0.91 9.34 10.25 5.62 1.63 2.36 -3.11
2014-5-23T17:13:40.037 29.38 27.03 392.38 27.36 -0.41 0.02 0.91 9.92 9.80 5.80 1.63 2.36 -3.11
2014-5-23T17:13:41.041 30.01 27.03 414.26 27.36 -0.41 0.02 0.91 9.92 9.80 5.80 2.02 0.78 -1.72
2014-5-23T17:13:42.043 30.01 27.03 414.26 27.36 -0.45 0.05 0.92 9.92 9.80 5.80 2.02 0.78 -1.72
2014-5-23T17:13:43.044 30.01 27.03 421.56 27.36 -0.45 0.05 0.92 9.77 9.67 6.32 1.50 -0.27 -1.11
2014-5-23T17:13:44.047 30.04 27.06 421.56 27.36 -0.50 0.03 0.89 9.77 9.67 6.32 1.50 -0.27 -1.11
2014-5-23T17:13:45.048 30.04 27.06 399.71 27.36 -0.50 0.03 0.89 10.01 9.46 5.80 1.50 -0.27 -1.11
2014-5-23T17:13:46.051 29.96 27.06 399.71 27.36 -0.48 0.05 0.89 10.01 9.46 5.80 2.43 0.39 -1.97
2014-5-23T17:13:47.052 29.96 27.06 399.71 27.36 -0.48 0.05 0.89 10.01 9.58 5.98 2.43 0.39 -1.97
2014-5-23T17:13:48.055 29.91 27.06 428.86 27.36 -0.48 0.05 0.89 10.01 9.58 5.98 2.16 0.16 -1.50
2014-5-23T17:13:49.056 29.91 27.06 428.86 27.36 -0.48 0.06 0.91 10.01 9.58 5.98 2.16 0.16 -1.50
