# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-25T18:26:40.993 30.04 26.88 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:41.096 30.04 26.88 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:41.201 30.04 26.88 0 0 -0.50 -0.30 0.83 0 0 0 0 0 0
2014-5-25T18:26:41.303 30.04 26.88 0 27.37 -0.50 -0.30 0.83 0 0 0 0 0 0
2014-5-25T18:26:41.406 30.04 26.88 0 27.37 -0.50 -0.30 0.83 0.00 0.00 0.00 0 0 0
2014-5-25T18:26:41.511 30.04 26.88 0 27.37 -0.50 -0.30 0.83 0.00 0.00 0.00 0 0 0
2014-5-25T18:26:41.612 30.04 26.88 1741.98 27.37 -0.50 -0.30 0.83 0.00 0.00 0.00 0 0 0
2014-5-25T18:26:41.715 30.04 26.88 1741.98 27.37 -0.50 -0.30 0.83 0.00 0.00 0.00 10.18 2.49 -4.53
2014-5-25T18:26:41.818 26.65 26.88 1741.98 27.37 -0.50 -0.30 0.83 0.00 0.00 0.00 10.18 2.49 -4.53
2014-5-25T18:26:41.922 26.65 26.88 1741.98 27.37 -0.39 -0.28 0.86 0.00 0.00 0.00 10.18 2.49 -4.53
2014-5-25T18:26:42.027 26.65 26.88 1741.98 27.37 -0.39 -0.28 0.86 0.00 0.00 0.00 10.18 2.49 -4.53
2014-5-25T18:26:42.131 26.65 26.88 1741.98 27.37 -0.39 -0.28 0.86 0.00 0.00 0.00 10.18 2.49 -4.53
2014-5-25T18:26:42.234 26.65 26.88 1741.98 27.37 -0.39 -0.28 0.86 -15.72 1.95 -12.70 10.18 2.49 -4.53
2014-5-25T18:26:42.338 26.65 26.88 1741.96 27.37 -0.39 -0.28 0.86 -15.72 1.95 -12.70 10.18 2.49 -4.53
2014-5-25T18:26:42.443 26.65 26.88 1741.96 27.37 -0.39 -0.28 0.86 -15.72 1.95 -12.70 10.18 2.49 -4.53
2014-5-25T18:26:42.546 26.65 26.88 1741.96 27.37 -0.39 -0.28 0.86 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:42.647 29.45 26.88 1741.96 27.37 -0.39 -0.28 0.86 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:42.752 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:42.854 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:42.958 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:43.060 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:43.167 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:43.269 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 -3.50 13.27 24.69
2014-5-25T18:26:43.371 29.45 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 3.65 0.59 0.47
2014-5-25T18:26:43.474 29.96 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 3.65 0.59 0.47
2014-5-25T18:26:43.577 29.96 26.88 1741.96 27.37 -0.41 -0.33 0.80 -15.72 1.95 -12.70 3.65 0.59 0.47
2014-5-25T18:26:43.681 29.96 26.88 1741.96 27.37 -0.16 -0.11 1.03 -15.72 1.95 -12.70 3.65 0.59 0.47
2014-5-25T18:26:43.785 29.96 26.88 1741.96 27.37 -0.16 -0.11 1.03 -15.72 1.95 -12.70 3.65 0.59 0.47
2014-5-25T18:26:43.886 29.96 26.88 1741.96 27.37 -0.16 -0.11 1.03 -17.58 5.43 -13.34 3.65 0.59 0.47
2014-5-25T18:26:43.990 29.96 26.88 1741.96 27.37 -0.16 -0.11 1.03 -17.58 5.43 -13.34 3.65 0.59 0.47
2014-5-25T18:26:44.092 29.96 26.88 1727.53 27.37 -0.16 -0.11 1.03 -17.58 5.43 -13.34 3.65 0.59 0.47
