# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-25T18:47:9.841 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:9.944 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.049 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.152 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.255 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.357 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.461 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.563 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.665 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.769 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.874 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:10.977 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.079 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.184 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.286 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.389 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.494 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.597 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.701 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.805 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:11.911 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.016 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.118 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.221 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.324 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.427 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.530 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.633 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.735 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.837 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:12.940 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.042 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.145 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.248 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.352 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.455 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.558 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.661 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.764 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.867 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:13.972 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.076 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.180 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.285 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.388 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.491 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.594 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.698 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.802 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:47:14.904 0 0 0 0 0 0 0 0 0 0 0 0 0
