# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-25T18:26:7.815 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:7.918 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.020 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.124 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.228 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.331 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.434 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.536 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.640 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.743 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.846 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:8.950 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.052 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.154 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.256 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.361 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.465 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.568 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.673 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.777 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.883 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:9.987 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.091 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.194 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.297 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.400 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.503 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.606 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.709 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.811 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:10.916 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:11.019 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:11.122 0 0 0 0 0 0 0 0 0 0 0 0 0
2014-5-25T18:26:11.225 0 0 0 0 0 0 0 0 0 0 0 0 0
