2014-5-26T12:09:34.673 0.47 0.05 0.84
2014-5-26T12:09:34.681 0.47 0.05 0.84
2014-5-26T12:09:35.163 0.47 0.06 0.84
2014-5-26T12:09:35.232 0.48 0.05 0.84
2014-5-26T12:09:35.302 0.48 0.06 0.84
2014-5-26T12:09:35.512 0.47 0.05 0.84
2014-5-26T12:09:35.519 0.48 0.06 0.84
2014-5-26T12:09:35.652 0.47 0.05 0.83
2014-5-26T12:09:35.794 0.48 0.06 0.84
2014-5-26T12:09:35.862 0.48 0.05 0.84
2014-5-26T12:09:35.932 0.48 0.05 0.84
2014-5-26T12:09:36.002 0.48 0.06 0.84
2014-5-26T12:09:36.142 0.48 0.05 0.84
2014-5-26T12:09:36.212 0.48 0.06 0.84
2014-5-26T12:09:36.422 0.47 0.05 0.83
2014-5-26T12:09:36.423 0.47 0.06 0.84
2014-5-26T12:09:36.569 0.45 0.05 0.84
2014-5-26T12:09:36.632 0.47 0.06 0.84
2014-5-26T12:09:36.702 0.48 0.06 0.83
2014-5-26T12:09:36.842 0.47 0.06 0.84
2014-5-26T12:09:36.919 0.47 0.06 0.84
2014-5-26T12:09:37.053 0.48 0.06 0.86
2014-5-26T12:09:37.122 0.48 0.06 0.83
2014-5-26T12:09:37.269 0.48 0.06 0.84
2014-5-26T12:09:37.332 0.47 0.05 0.83
2014-5-26T12:09:37.402 0.48 0.05 0.84
2014-5-26T12:09:37.543 0.47 0.05 0.86
2014-5-26T12:09:37.612 0.48 0.06 0.84
2014-5-26T12:09:37.752 0.47 0.08 0.83
2014-5-26T12:09:37.822 0.48 0.06 0.84
2014-5-26T12:09:37.962 0.48 0.05 0.84
2014-5-26T12:09:38.032 0.48 0.05 0.84
2014-5-26T12:09:38.179 0.47 0.05 0.83
2014-5-26T12:09:38.242 0.47 0.05 0.84
2014-5-26T12:09:38.312 0.47 0.05 0.84
2014-5-26T12:09:38.452 0.47 0.06 0.84
2014-5-26T12:09:38.522 0.48 0.06 0.83
2014-5-26T12:09:38.663 0.48 0.05 0.89
2014-5-26T12:09:38.732 0.47 0.05 0.83
2014-5-26T12:09:38.873 0.48 0.06 0.83
2014-5-26T12:09:38.943 0.48 0.06 0.84
2014-5-26T12:09:39.012 0.47 0.05 0.86
2014-5-26T12:09:39.158 0.47 0.05 0.84
2014-5-26T12:09:39.224 0.47 0.06 0.86
2014-5-26T12:09:39.362 0.48 0.05 0.86
2014-5-26T12:09:39.432 0.47 0.06 0.83
2014-5-26T12:09:39.572 0.47 0.05 0.84
2014-5-26T12:09:39.642 0.47 0.06 0.84
2014-5-26T12:09:39.712 0.47 0.06 0.86
2014-5-26T12:09:39.852 0.48 0.06 0.84
2014-5-26T12:09:39.922 0.45 0.06 0.84
2014-5-26T12:09:40.062 0.47 0.05 0.23
2014-5-26T12:09:40.132 0.22 0.22 0.80
2014-5-26T12:09:40.279 0.53 0.02 0.86
2014-5-26T12:09:40.342 0.45 0.05 0.86
2014-5-26T12:09:40.413 0.47 0.05 0.84
2014-5-26T12:09:40.554 0.48 0.02 0.84
2014-5-26T12:09:40.623 0.45 0.06 0.86
2014-5-26T12:09:40.763 0.45 0.02 0.78
2014-5-26T12:09:40.832 0.47 0.08 0.84
2014-5-26T12:09:40.972 0.45 0.08 0.83
2014-5-26T12:09:41.042 0.52 0.05 0.88
2014-5-26T12:09:41.189 0.52 0.03 0.84
2014-5-26T12:09:41.253 0.52 0.03 0.81
2014-5-26T12:09:41.323 0.52 0.08 0.83
2014-5-26T12:09:41.462 0.48 0.06 0.83
2014-5-26T12:09:41.539 0.44 0.05 0.88
2014-5-26T12:09:41.672 0.52 0.05 0.91
2014-5-26T12:09:41.812 0.50 0.06 0.89
2014-5-26T12:09:41.882 0.50 0.03 0.81
2014-5-26T12:09:41.952 0.47 0.06 0.78
2014-5-26T12:09:42.022 0.48 0.06 0.88
2014-5-26T12:09:42.162 0.48 0.03 0.89
2014-5-26T12:09:42.232 0.44 0.08 0.89
2014-5-26T12:09:42.442 0.47 0.08 0.89
2014-5-26T12:09:42.449 0.48 0.03 0.84
2014-5-26T12:09:42.582 0.45 0.05 0.81
2014-5-26T12:09:42.652 0.47 0.05 0.86
2014-5-26T12:09:42.799 0.47 0.05 0.86
2014-5-26T12:09:42.862 0.52 0.06 0.88
2014-5-26T12:09:42.932 0.47 0.02 0.80
2014-5-26T12:09:43.075 0.48 0.06 0.83
2014-5-26T12:09:43.142 0.45 0.08 0.81
2014-5-26T12:09:43.289 0.42 0.03 0.80
2014-5-26T12:09:43.352 0.50 0.06 0.83
2014-5-26T12:09:43.492 0.45 0.06 0.83
2014-5-26T12:09:43.632 0.47 0.03 0.81
2014-5-26T12:09:43.633 0.48 0.02 0.84
2014-5-26T12:09:43.772 0.45 0.06 0.84
2014-5-26T12:09:43.843 0.50 0.03 0.81
2014-5-26T12:09:43.983 0.48 0.06 0.81
2014-5-26T12:09:44.059 0.47 0.03 0.92
2014-5-26T12:09:44.192 0.47 0.06 0.88
2014-5-26T12:09:44.262 0.48 0.06 0.88
2014-5-26T12:09:44.409 0.53 0.08 0.89
2014-5-26T12:09:44.472 0.52 0.08 0.89
2014-5-26T12:09:44.543 0.48 0.09 0.81
2014-5-26T12:09:44.752 0.44 0.03 0.81
2014-5-26T12:09:44.753 0.50 0.05 0.91
2014-5-26T12:09:44.892 0.48 0.09 0.81
2014-5-26T12:09:44.962 0.47 0.06 0.86
2014-5-26T12:09:45.103 0.48 0.02 0.78
2014-5-26T12:09:45.172 0.44 0.06 0.89
2014-5-26T12:09:45.249 0.45 0.03 0.84
2014-5-26T12:09:45.382 0.48 0.06 0.84
2014-5-26T12:09:45.452 0.45 0.05 0.81
2014-5-26T12:09:45.662 0.48 0.03 0.88
2014-5-26T12:09:45.669 0.45 0.06 0.88
2014-5-26T12:09:45.802 0.42 0.05 0.83
2014-5-26T12:09:45.872 0.47 0.06 0.80
2014-5-26T12:09:46.019 0.47 0.05 0.80
2014-5-26T12:09:46.082 0.47 0.05 0.83
2014-5-26T12:09:46.152 0.48 0.05 0.81
2014-5-26T12:09:46.292 0.45 0.06 0.81
2014-5-26T12:09:46.362 0.47 0.06 0.88
2014-5-26T12:09:46.512 0.45 0.02 0.80
2014-5-26T12:09:46.572 0.47 0.05 0.89
2014-5-26T12:09:46.712 0.48 0.09 0.88
2014-5-26T12:09:46.852 0.47 0.06 0.80
2014-5-26T12:09:46.922 0.53 0.06 0.83
2014-5-26T12:09:46.992 0.47 0.09 0.86
2014-5-26T12:09:47.069 0.45 0.08 0.86
2014-5-26T12:09:47.202 0.52 0.06 0.88
