2014-5-2T11:52:23 23.4
2014-5-2T11:52:24 23.4
2014-5-2T11:52:25 23.4
2014-5-2T11:52:26 23.4
2014-5-2T11:52:27 23.4
2014-5-2T11:52:28 23.4
2014-5-2T11:52:29 23.4
2014-5-2T11:52:30 23.4
2014-5-2T11:52:31 23.4
2014-5-2T11:52:32 23.4
2014-5-2T11:52:33 23.4
2014-5-2T11:52:34 23.4
2014-5-2T11:52:35 23.4
2014-5-2T11:52:36 23.4
2014-5-2T11:52:37 23.4
2014-5-2T11:52:38 23.5
2014-5-2T11:52:39 23.5
2014-5-2T11:52:40 23.5
2014-5-2T11:52:41 23.5
2014-5-2T11:52:42 23.5
2014-5-2T11:52:43 23.5
2014-5-2T11:52:44 23.5
2014-5-2T11:52:45 23.5
2014-5-2T11:52:46 23.5
2014-5-2T11:52:47 23.5
2014-5-2T11:52:48 23.5
2014-5-2T11:52:49 23.5
2014-5-2T11:52:50 23.5
2014-5-2T11:52:51 23.5
2014-5-2T11:52:52 23.5
2014-5-2T11:52:53 23.5
2014-5-2T11:52:54 23.5
2014-5-2T11:52:55 23.5
2014-5-2T11:52:56 23.5
2014-5-2T11:52:57 23.5
2014-5-2T11:52:58 23.5
2014-5-2T11:52:59 23.5
2014-5-2T11:53:00 23.5
2014-5-2T11:53:01 23.5
2014-5-2T11:53:02 23.5
2014-5-2T11:53:03 23.5
2014-5-2T11:53:04 23.5
2014-5-2T11:53:05 23.5
2014-5-2T11:53:06 23.6
2014-5-2T11:53:07 23.6
2014-5-2T11:53:08 23.6
2014-5-2T11:53:09 23.6
2014-5-2T11:53:10 23.6
2014-5-2T11:53:11 23.6
2014-5-2T11:53:12 23.6
2014-5-2T11:53:13 23.6
2014-5-2T11:53:14 23.6
2014-5-2T11:53:15 23.6
2014-5-2T11:53:16 23.6
2014-5-2T11:53:17 23.6
2014-5-2T11:53:18 23.6
2014-5-2T11:53:19 23.6
2014-5-2T11:53:20 23.6
2014-5-2T11:53:21 23.6
2014-5-2T11:53:23 23.6
2014-5-2T11:53:23 23.6
2014-5-2T11:53:25 23.6
2014-5-2T11:53:25 23.6
2014-5-2T11:53:27 23.6
2014-5-2T11:53:27 23.7
2014-5-2T11:53:28 23.7
2014-5-2T11:53:30 23.7
2014-5-2T11:53:31 23.7
2014-5-2T11:53:32 23.7
2014-5-2T11:53:33 23.7
2014-5-2T11:53:33 23.7
2014-5-2T11:53:35 23.7
2014-5-2T11:53:35 23.7
2014-5-2T11:53:36 23.7
2014-5-2T11:53:37 23.7
2014-5-2T11:53:39 23.7
2014-5-2T11:53:39 23.7
2014-5-2T11:53:40 23.7
2014-5-2T11:53:41 23.7
2014-5-2T11:53:43 23.8
2014-5-2T11:53:43 23.8
2014-5-2T11:53:45 23.8
2014-5-2T11:53:45 23.8
2014-5-2T11:53:46 23.8
2014-5-2T11:53:47 23.8
2014-5-2T11:53:49 23.8
2014-5-2T11:53:49 23.8
2014-5-2T11:53:50 23.8
2014-5-2T11:53:52 23.8
2014-5-2T11:53:52 23.8
2014-5-2T11:53:53 23.8
2014-5-2T11:53:54 23.8
2014-5-2T11:53:55 23.8
2014-5-2T11:53:56 23.8
2014-5-2T11:53:57 23.8
2014-5-2T11:53:58 23.8
2014-5-2T11:53:59 23.8
2014-5-2T11:54:00 23.8
2014-5-2T11:54:02 23.8
2014-5-2T11:54:03 23.9
