# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:6:4.446 2.45 0.00 418.90 24.68 -0.06 0.31 0.89 0.00 0.00 0.00 2.92 0.62 -0.95
2014-5-24T23:6:5.453 27.08 24.31 418.90 24.68 -0.05 0.33 0.89 -6.20 21.06 -3.69 2.86 0.84 -1.09
2014-5-24T23:6:6.461 25.50 24.31 440.63 24.68 -0.05 0.34 0.89 -6.20 21.06 -3.69 2.76 0.87 -1.14
2014-5-24T23:6:7.469 26.87 24.31 440.62 24.68 -0.05 0.33 0.91 -5.98 20.81 -3.42 2.75 0.88 -1.05
2014-5-24T23:6:8.476 26.89 24.31 418.89 24.68 -0.05 0.33 0.91 -5.98 20.81 -3.42 2.85 0.69 -1.11
2014-5-24T23:6:9.484 26.94 24.31 418.88 24.68 -0.05 0.33 0.89 -6.07 20.84 -3.45 2.67 0.79 -1.08
2014-5-24T23:6:10.492 26.94 24.31 440.61 24.68 -0.05 0.33 0.89 -6.07 20.84 -3.45 2.73 0.76 -1.16
2014-5-24T23:6:11.498 26.96 24.31 440.63 24.68 -0.05 0.33 0.91 -6.07 21.00 -3.33 2.69 0.56 -1.08
2014-5-24T23:6:12.506 26.98 24.31 447.87 24.68 -0.06 0.33 0.89 -6.07 21.00 -3.33 2.85 0.78 -1.09
2014-5-24T23:6:13.514 27.01 24.31 447.87 24.68 -0.05 0.33 0.91 -6.10 20.87 -3.30 2.83 0.71 -1.16
2014-5-24T23:6:14.520 26.96 24.31 433.39 24.68 -0.05 0.33 0.91 -6.01 20.97 -3.57 2.79 0.63 -1.28
2014-5-24T23:6:15.527 27.01 24.31 433.39 24.68 -0.05 0.33 0.89 -6.01 20.97 -3.57 2.75 0.53 -1.24
2014-5-24T23:6:16.535 26.96 24.31 433.37 24.68 -0.05 0.33 0.89 -6.01 20.97 -3.57 2.78 0.75 -1.19
2014-5-24T23:6:17.543 27.01 24.31 433.37 24.68 -0.05 0.33 0.89 -5.98 20.87 -3.91 2.83 0.60 -1.26
2014-5-24T23:6:18.549 27.03 24.31 433.37 24.68 -0.05 0.34 0.91 -6.01 20.81 -3.66 2.89 0.73 -1.24
2014-5-24T23:6:19.556 27.01 24.31 426.13 24.68 -0.05 0.34 0.91 -6.01 20.81 -3.66 2.73 0.84 -1.24
