# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:8:5.195 2.45 0.00 462.27 24.59 -0.05 0.33 0.89 0.00 0.00 0.00 2.72 0.72 -1.14
2014-5-24T23:8:6.202 27.16 24.22 462.27 24.59 -0.05 0.33 0.89 -5.83 20.84 -3.69 2.82 0.71 -1.21
2014-5-24T23:8:7.209 25.43 24.22 469.51 24.59 -0.05 0.33 0.89 -5.83 20.84 -3.69 2.87 0.82 -1.23
2014-5-24T23:8:8.216 26.73 24.22 469.50 24.59 -0.05 0.33 0.89 -5.89 20.72 -3.33 2.85 0.80 -1.11
2014-5-24T23:8:9.223 26.82 24.22 476.75 24.59 -0.05 0.34 0.89 -5.89 20.72 -3.33 2.70 0.76 -1.18
2014-5-24T23:8:10.231 26.86 24.22 476.74 24.59 -0.05 0.33 0.91 -5.95 20.78 -3.66 2.82 0.51 -1.15
2014-5-24T23:8:11.238 26.84 24.22 476.74 24.59 -0.05 0.34 0.91 -5.95 20.78 -3.66 3.01 0.69 -1.05
2014-5-24T23:8:12.245 26.84 24.22 476.75 24.59 -0.05 0.33 0.89 -5.98 20.84 -3.85 2.91 0.69 -1.14
2014-5-24T23:8:13.253 26.89 24.22 476.75 24.59 -0.05 0.33 0.89 -5.98 20.84 -3.85 2.59 0.71 -1.17
2014-5-24T23:8:14.261 26.93 24.22 469.51 24.59 -0.05 0.33 0.89 -5.89 21.06 -3.72 2.75 0.56 -1.22
2014-5-24T23:8:15.268 26.98 24.22 469.51 24.59 -0.06 0.31 0.91 -5.89 21.06 -3.72 2.68 0.69 -1.08
2014-5-24T23:8:16.276 26.93 24.22 469.51 24.59 -0.05 0.33 0.91 -6.04 20.84 -3.75 2.81 0.85 -1.04
2014-5-24T23:8:17.284 26.95 24.22 469.51 24.59 -0.05 0.34 0.89 -6.04 20.84 -3.75 2.81 0.67 -1.30
2014-5-24T23:8:18.290 26.95 24.22 484.00 24.64 -0.06 0.30 0.89 -6.01 20.72 -3.85 2.68 0.72 -1.13
2014-5-24T23:8:19.298 26.93 24.22 483.99 24.64 -0.06 0.33 0.89 -6.01 20.72 -3.85 2.85 0.88 -1.14
2014-5-24T23:8:20.305 27.00 24.22 476.75 24.62 -0.05 0.33 0.91 -6.01 21.06 -3.60 2.69 0.76 -1.12
