# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:9:55.233 2.45 0.00 520.15 24.51 -0.06 0.34 0.89 0.00 0.00 0.00 2.75 0.89 -1.09
2014-5-24T23:9:56.241 25.34 24.16 520.15 24.51 -0.05 0.34 0.89 -5.95 20.84 -3.91 2.84 0.76 -1.20
2014-5-24T23:9:57.249 26.71 24.16 498.42 24.51 -0.05 0.34 0.88 -5.95 20.84 -3.91 2.88 0.67 -1.15
2014-5-24T23:9:58.256 26.75 24.16 498.39 24.51 -0.05 0.33 0.88 -5.98 20.84 -3.66 2.96 0.60 -1.19
2014-5-24T23:9:59.264 26.80 24.16 520.11 24.51 -0.05 0.31 0.89 -5.98 20.84 -3.66 2.88 0.69 -1.21
2014-5-24T23:10:0.271 26.78 24.16 520.13 24.51 -0.05 0.33 0.91 -5.92 20.84 -3.69 2.76 0.79 -1.14
2014-5-24T23:10:1.279 26.89 24.16 505.65 24.51 -0.06 0.33 0.91 -5.92 20.84 -3.69 2.75 0.84 -1.09
2014-5-24T23:10:2.286 26.89 24.16 505.63 24.51 -0.06 0.33 0.89 -5.89 21.00 -3.36 2.73 0.69 -1.08
2014-5-24T23:10:3.294 26.84 24.16 541.84 24.51 -0.06 0.33 0.89 -5.89 21.00 -3.36 2.80 0.84 -1.30
2014-5-24T23:10:4.301 26.78 24.16 541.85 24.51 -0.05 0.34 0.89 -6.10 20.81 -3.94 2.92 0.77 -1.16
2014-5-24T23:10:5.308 26.78 24.16 541.85 24.51 -0.05 0.31 0.89 -6.10 20.81 -3.94 2.80 0.56 -1.27
2014-5-24T23:10:6.315 26.87 24.16 491.16 24.51 -0.05 0.34 0.89 -5.95 20.97 -3.42 2.49 0.73 -1.31
2014-5-24T23:10:7.322 26.82 24.16 491.15 24.51 -0.05 0.34 0.89 -5.95 20.97 -3.42 2.56 0.84 -1.23
2014-5-24T23:10:8.330 26.82 24.16 512.87 24.51 -0.05 0.33 0.89 -5.86 21.03 -3.72 2.73 0.85 -1.24
2014-5-24T23:10:9.338 26.96 24.16 512.88 24.51 -0.05 0.31 0.91 -5.86 21.03 -3.72 2.70 0.83 -1.22
2014-5-24T23:10:10.345 26.89 24.16 527.37 24.56 -0.05 0.31 0.91 -6.04 21.09 -3.54 2.97 0.79 -1.20
