# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:2:17.296 27.39 24.44 361.08 24.85 -0.05 0.34 0.88 0.00 0.00 0.00 2.76 1.01 -1.14
2014-5-24T23:2:18.304 25.66 24.44 361.06 24.85 -0.06 0.34 0.91 -6.13 20.90 -4.33 2.91 0.62 -1.08
2014-5-24T23:2:19.312 26.98 24.44 353.81 24.85 -0.05 0.33 0.91 -6.13 20.90 -4.33 2.60 0.72 -1.11
2014-5-24T23:2:20.320 27.12 24.44 353.82 24.85 -0.05 0.36 0.91 -6.04 20.90 -3.48 2.75 0.79 -1.14
2014-5-24T23:2:21.327 27.13 24.47 375.56 24.85 -0.05 0.36 0.91 -6.04 20.90 -3.48 2.73 0.69 -1.14
2014-5-24T23:2:22.334 27.15 24.47 375.56 24.85 -0.05 0.33 0.89 -5.92 20.72 -3.81 2.55 0.63 -1.34
2014-5-24T23:2:23.344 27.15 24.47 361.07 24.85 -0.03 0.34 0.91 -5.92 20.72 -3.81 2.70 0.84 -1.09
2014-5-24T23:2:24.350 27.19 24.47 361.07 24.85 -0.06 0.34 0.89 -6.13 20.87 -3.51 2.82 0.69 -1.18
2014-5-24T23:2:25.357 27.19 24.47 353.82 24.85 -0.05 0.31 0.89 -6.13 20.87 -3.51 2.83 0.80 -1.15
2014-5-24T23:2:26.365 27.19 24.47 353.81 24.85 -0.08 0.33 0.91 -6.07 20.87 -3.81 2.59 0.75 -1.15
2014-5-24T23:2:27.372 27.19 24.47 353.81 24.85 -0.05 0.34 0.89 -6.07 20.87 -3.81 2.85 0.85 -1.05
2014-5-24T23:2:28.380 27.19 24.47 353.81 24.85 -0.06 0.33 0.91 -5.80 20.94 -3.42 2.89 0.77 -1.13
2014-5-24T23:2:29.388 27.31 24.47 353.82 24.85 -0.06 0.33 0.91 -5.80 20.94 -3.42 2.66 0.58 -1.10
2014-5-24T23:2:30.394 27.28 24.47 361.07 24.85 -0.05 0.33 0.89 -5.98 20.72 -3.63 2.77 0.58 -1.29
2014-5-24T23:2:31.401 27.22 24.47 361.05 24.85 -0.05 0.31 0.89 -5.98 20.72 -3.63 2.82 0.91 -1.19
2014-5-24T23:2:32.408 27.24 24.47 368.30 24.85 -0.05 0.33 0.91 -5.92 20.94 -3.27 2.78 0.76 -1.11
2014-5-24T23:2:33.416 27.28 24.47 368.30 24.85 -0.05 0.33 0.91 -5.92 20.94 -3.27 2.96 0.69 -1.13
2014-5-24T23:2:34.424 27.18 24.44 375.55 24.85 -0.06 0.33 0.89 -6.01 20.81 -3.54 2.79 0.82 -0.98
2014-5-24T23:2:35.431 27.21 24.44 375.55 24.85 -0.05 0.33 0.89 -6.04 20.84 -3.75 2.59 0.65 -1.27
2014-5-24T23:2:36.437 27.22 24.47 368.30 24.85 -0.05 0.33 0.89 -6.04 20.84 -3.75 2.67 0.82 -1.19
2014-5-24T23:2:37.443 27.25 24.44 368.29 24.85 -0.06 0.33 0.91 -6.04 20.84 -3.75 2.82 0.64 -1.27
2014-5-24T23:2:38.451 27.16 24.44 353.80 24.85 -0.06 0.30 0.89 -6.01 20.78 -3.30 2.77 0.70 -1.15
2014-5-24T23:2:39.459 27.22 24.47 353.80 24.85 -0.05 0.33 0.89 -6.07 20.81 -3.72 2.68 0.71 -1.07
2014-5-24T23:2:40.465 27.22 24.47 353.80 24.85 -0.05 0.33 0.89 -6.07 20.81 -3.72 2.81 0.67 -1.16
2014-5-24T23:2:41.473 27.18 24.44 353.81 24.76 -0.05 0.33 0.89 -6.16 20.72 -3.23 2.59 0.67 -1.28
2014-5-24T23:2:42.480 27.18 24.44 353.81 24.76 -0.05 0.33 0.89 -6.16 20.72 -3.23 2.69 0.76 -1.20
2014-5-24T23:2:43.488 27.16 24.44 353.81 24.85 -0.06 0.36 0.89 -6.10 20.84 -3.81 2.88 0.46 -1.03
2014-5-24T23:2:44.495 27.16 24.44 353.80 24.76 -0.05 0.33 0.89 -6.10 20.84 -3.81 2.76 0.80 -1.11
2014-5-24T23:2:45.503 27.12 24.44 375.54 24.85 -0.05 0.33 0.89 -6.16 21.00 -3.45 2.71 0.70 -1.32
2014-5-24T23:2:46.510 27.21 24.44 375.54 24.85 -0.05 0.34 0.89 -6.16 21.00 -3.45 2.85 0.69 -1.16
2014-5-24T23:2:47.518 27.16 24.44 353.80 24.76 -0.06 0.31 0.91 -6.04 20.72 -3.72 2.88 0.77 -1.19
2014-5-24T23:2:48.526 27.18 24.44 353.79 24.76 -0.05 0.34 0.89 -6.04 20.72 -3.72 2.77 0.63 -1.18
2014-5-24T23:2:49.533 27.18 24.44 368.28 24.76 -0.05 0.34 0.89 -6.23 21.00 -3.08 2.79 0.67 -1.26
2014-5-24T23:2:50.541 27.23 24.44 368.30 24.76 -0.05 0.33 0.91 -6.23 21.00 -3.08 2.75 0.56 -1.08
2014-5-24T23:2:51.548 27.18 24.44 368.30 24.76 -0.06 0.31 0.89 -6.10 20.84 -3.02 2.91 0.80 -1.05
2014-5-24T23:2:52.556 27.12 24.44 368.29 24.85 -0.05 0.33 0.91 -6.10 20.84 -3.02 2.96 0.76 -1.01
2014-5-24T23:2:53.563 27.12 24.44 361.05 24.76 -0.05 0.33 0.89 -6.13 20.75 -3.48 2.66 0.63 -1.09
2014-5-24T23:2:54.570 27.14 24.44 361.04 24.85 -0.06 0.34 0.89 -6.13 20.75 -3.48 2.71 0.65 -1.29
2014-5-24T23:2:55.578 27.18 24.44 375.53 24.85 -0.05 0.33 0.89 -5.95 20.81 -3.60 2.71 0.70 -1.08
2014-5-24T23:2:56.586 27.14 24.44 375.54 24.76 -0.05 0.33 0.89 -5.95 20.81 -3.60 2.82 0.98 -1.24
2014-5-24T23:2:57.594 27.21 24.44 375.54 24.76 -0.05 0.33 0.91 -5.86 21.03 -3.60 2.88 0.59 -1.22
2014-5-24T23:2:58.602 27.21 24.44 375.54 24.76 -0.06 0.33 0.89 -5.86 21.03 -3.60 2.75 0.60 -1.06
2014-5-24T23:2:59.609 27.21 24.44 375.54 24.76 -0.06 0.31 0.89 -5.77 20.84 -3.97 2.72 0.73 -1.11
