# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:10:55.582 26.96 24.09 527.33 24.51 -0.05 0.33 0.89 -6.01 20.75 -3.27 2.86 0.70 -1.25
2014-5-24T23:10:56.590 25.20 24.09 527.33 24.51 -0.05 0.33 0.89 -6.01 20.75 -3.27 2.87 0.90 -1.19
2014-5-24T23:10:57.599 26.60 24.09 520.09 24.51 -0.05 0.34 0.89 -6.01 20.75 -3.27 2.93 0.84 -1.28
2014-5-24T23:10:58.607 26.74 24.13 520.06 24.51 -0.05 0.33 0.89 -6.07 20.84 -3.42 2.88 0.81 -1.17
2014-5-24T23:10:59.615 26.72 24.13 505.58 24.51 -0.05 0.34 0.89 -6.07 20.84 -3.42 2.83 0.66 -1.25
2014-5-24T23:11:0.622 26.76 24.13 505.59 24.51 -0.05 0.34 0.89 -6.04 20.97 -3.69 2.64 0.63 -1.13
2014-5-24T23:11:1.630 26.79 24.13 512.83 24.51 -0.05 0.34 0.89 -6.04 20.97 -3.69 2.85 0.85 -1.19
2014-5-24T23:11:2.638 26.70 24.13 512.81 24.51 -0.05 0.33 0.89 -6.01 20.75 -3.39 2.58 0.69 -0.96
2014-5-24T23:11:3.652 26.76 24.13 534.53 24.51 -0.05 0.34 0.91 -6.01 20.75 -3.39 2.88 0.71 -1.16
2014-5-24T23:11:4.659 26.76 24.13 534.55 24.51 -0.05 0.33 0.91 -5.95 20.75 -3.17 2.75 0.60 -1.05
2014-5-24T23:11:5.667 26.79 24.13 541.79 24.51 -0.05 0.33 0.89 -5.95 20.75 -3.17 2.72 0.79 -1.19
2014-5-24T23:11:6.675 26.83 24.13 541.79 24.51 -0.03 0.31 0.91 -5.98 20.78 -3.69 2.69 0.66 -1.16
2014-5-24T23:11:7.682 26.79 24.13 541.80 24.51 -0.05 0.34 0.89 -5.98 20.78 -3.69 2.57 0.63 -1.07
2014-5-24T23:11:8.695 26.83 24.13 520.08 24.51 -0.06 0.34 0.89 -6.13 20.94 -3.14 2.73 0.82 -1.14
2014-5-24T23:11:9.702 26.81 24.13 520.07 24.51 -0.05 0.34 0.89 -6.13 20.94 -3.14 2.66 0.61 -1.15
2014-5-24T23:11:10.709 26.88 24.13 534.55 24.51 -0.05 0.33 0.91 -6.07 20.94 -3.48 2.70 0.75 -1.09
