# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:4:50.313 2.45 0.00 411.70 24.76 -0.05 0.34 0.89 0.00 0.00 0.00 2.72 0.76 -1.08
2014-5-24T23:4:51.320 25.56 24.34 411.69 24.68 -0.05 0.33 0.89 -6.23 20.78 -3.48 2.80 0.77 -1.29
2014-5-24T23:4:52.328 26.88 24.34 418.94 24.68 -0.05 0.34 0.91 -6.23 20.78 -3.48 2.76 0.66 -1.27
2014-5-24T23:4:53.336 26.95 24.34 418.95 24.68 -0.03 0.34 0.91 -6.01 20.97 -3.05 2.85 0.69 -1.05
2014-5-24T23:4:54.343 27.00 24.34 397.21 24.68 -0.05 0.33 0.91 -6.01 20.97 -3.05 2.58 0.63 -1.15
2014-5-24T23:4:55.351 26.95 24.34 397.20 24.68 -0.06 0.31 0.91 -6.01 21.00 -3.75 2.67 0.83 -1.23
2014-5-24T23:4:56.358 27.06 24.34 404.45 24.68 -0.05 0.34 0.91 -6.01 21.00 -3.75 2.73 0.70 -1.20
2014-5-24T23:4:57.366 27.00 24.34 404.45 24.68 -0.05 0.33 0.89 -6.10 20.84 -4.24 2.72 0.61 -1.17
2014-5-24T23:4:58.373 27.02 24.34 404.45 24.68 -0.05 0.33 0.91 -5.98 21.09 -3.60 2.95 0.83 -1.21
2014-5-24T23:4:59.380 27.02 24.34 404.46 24.68 -0.05 0.33 0.91 -5.98 21.09 -3.60 2.67 0.74 -1.27
2014-5-24T23:5:0.387 27.06 24.34 404.46 24.68 -0.05 0.33 0.91 -5.98 21.09 -3.60 2.66 0.67 -1.03
2014-5-24T23:5:1.395 27.04 24.34 411.70 24.68 -0.05 0.33 0.89 -5.95 20.66 -3.57 2.69 0.64 -1.29
2014-5-24T23:5:2.403 27.00 24.34 411.69 24.68 -0.05 0.33 0.89 -5.95 20.66 -3.57 2.65 0.73 -1.15
2014-5-24T23:5:3.409 27.06 24.34 418.93 24.68 -0.05 0.31 0.91 -5.92 20.75 -2.96 2.69 0.78 -1.11
2014-5-24T23:5:4.417 27.11 24.34 418.91 24.68 -0.05 0.31 0.91 -5.92 20.75 -2.96 2.48 0.79 -1.24
2014-5-24T23:5:5.424 27.02 24.34 397.18 24.68 -0.06 0.31 0.88 -6.07 20.72 -3.60 2.77 0.85 -1.13
2014-5-24T23:5:6.432 27.09 24.34 397.20 24.68 -0.05 0.34 0.89 -6.04 20.84 -3.85 2.88 0.81 -0.92
