# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:16:8.468 2.45 0.00 540.77 24.34 -0.05 0.31 0.89 0.00 0.00 0.00 2.77 0.70 -1.06
2014-5-24T23:16:9.475 25.02 23.91 650.15 24.34 -0.06 0.33 0.89 -6.26 21.09 -3.63 2.75 0.82 -1.16
2014-5-24T23:16:10.483 26.38 23.91 628.43 24.34 -0.05 0.34 0.89 -6.26 21.09 -3.63 2.59 0.85 -1.25
2014-5-24T23:16:11.491 26.44 23.91 628.43 24.34 -0.05 0.33 0.89 -6.13 21.18 -3.20 2.73 0.73 -1.17
2014-5-24T23:16:12.498 26.44 23.91 606.72 24.34 -0.05 0.33 0.91 -6.13 21.18 -3.20 2.80 0.85 -1.21
2014-5-24T23:16:13.506 26.52 23.94 606.73 24.25 -0.05 0.34 0.91 -6.07 20.87 -3.63 2.64 0.84 -1.11
2014-5-24T23:16:14.514 26.51 23.91 635.68 24.34 -0.05 0.31 0.91 -6.07 20.87 -3.63 2.63 0.89 -1.09
2014-5-24T23:16:15.522 26.61 23.94 635.68 24.34 -0.06 0.33 0.91 -6.07 21.06 -3.27 2.78 0.91 -1.14
2014-5-24T23:16:16.530 26.54 23.94 621.20 24.34 -0.06 0.33 0.91 -6.07 21.06 -3.27 2.67 0.76 -1.20
