# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T22:59:6.757 27.59 24.56 317.66 24.94 -0.05 0.31 0.89 0.00 0.00 0.00 2.64 0.68 -1.05
2014-5-24T22:59:7.764 25.86 24.56 317.66 24.94 -0.05 0.33 0.91 -5.92 20.97 -3.11 2.71 0.65 -1.27
2014-5-24T22:59:8.783 27.20 24.56 332.15 24.94 -0.03 0.34 0.89 -5.92 20.97 -3.11 2.81 0.61 -1.17
2014-5-24T22:59:9.791 27.25 24.56 332.15 24.94 -0.05 0.33 0.89 -5.92 20.84 -4.03 2.97 0.69 -1.21
2014-5-24T22:59:10.803 27.25 24.56 303.16 24.94 -0.05 0.33 0.89 -5.92 20.84 -4.03 2.69 0.82 -1.25
2014-5-24T22:59:11.812 27.25 24.56 303.15 24.94 -0.06 0.33 0.89 -6.01 20.90 -3.69 2.69 0.72 -1.06
2014-5-24T22:59:12.820 27.25 24.56 332.14 24.94 -0.05 0.31 0.91 -6.01 20.90 -3.69 2.92 0.60 -1.05
2014-5-24T22:59:13.827 27.36 24.56 332.14 24.94 -0.05 0.31 0.89 -6.01 21.18 -3.60 2.75 0.83 -1.12
2014-5-24T22:59:14.835 27.32 24.56 332.14 24.94 -0.05 0.31 0.89 -6.01 21.18 -3.60 2.90 0.55 -1.15
2014-5-24T22:59:15.843 27.38 24.56 332.14 24.94 -0.05 0.33 0.91 -5.80 20.94 -3.42 2.72 0.65 -1.29
2014-5-24T22:59:16.850 27.29 24.56 303.15 24.94 -0.05 0.33 0.91 -5.80 20.94 -3.42 2.62 0.65 -1.27
2014-5-24T22:59:17.858 27.29 24.56 303.15 24.94 -0.05 0.33 0.91 -5.98 20.81 -3.75 2.64 0.66 -1.03
2014-5-24T22:59:18.866 27.36 24.56 303.15 24.94 -0.05 0.33 0.91 -5.98 20.81 -3.75 2.74 0.61 -1.22
2014-5-24T22:59:19.873 27.38 24.56 310.40 24.96 -0.05 0.34 0.88 -5.98 20.84 -3.36 2.69 0.76 -1.14
2014-5-24T22:59:20.881 27.43 24.56 310.41 24.96 -0.05 0.33 0.91 -6.04 20.87 -3.60 2.98 0.64 -0.95
2014-5-24T22:59:21.890 27.47 24.56 310.41 24.96 -0.05 0.33 0.91 -6.04 20.87 -3.60 2.72 0.92 -1.11
