# date irTemp ambientTemp pressure humidity acceleration(x y z) magnetometer(x y z) gyroscope(x y z)
2014-5-24T23:17:13.157 26.66 23.88 621.11 24.25 -0.06 0.33 0.89 0.00 0.00 0.00 2.82 0.86 -1.14
2014-5-24T23:17:14.164 24.99 23.88 621.11 24.25 -0.05 0.33 0.89 -5.95 21.06 -3.20 2.74 0.83 -1.05
2014-5-24T23:17:15.172 26.27 23.88 628.34 24.25 -0.06 0.33 0.89 -5.95 21.06 -3.20 2.95 0.79 -0.90
2014-5-24T23:17:16.179 26.43 23.88 628.41 24.25 -0.05 0.33 0.89 -6.10 20.97 -3.54 2.84 0.90 -1.24
2014-5-24T23:17:17.185 26.46 23.88 635.65 24.25 -0.05 0.33 0.89 -6.10 20.97 -3.54 2.74 0.75 -1.33
2014-5-24T23:17:18.192 26.41 23.88 635.57 24.25 -0.06 0.33 0.91 -6.10 20.78 -3.94 2.82 0.82 -1.08
2014-5-24T23:17:19.200 26.50 23.88 650.04 24.25 -0.05 0.33 0.91 -6.10 20.78 -3.94 2.95 0.85 -1.09
2014-5-24T23:17:20.208 26.48 23.88 650.04 24.25 -0.05 0.34 0.89 -6.16 21.00 -3.63 2.70 0.69 -1.07
2014-5-24T23:17:21.215 26.50 23.88 657.28 24.25 -0.05 0.33 0.89 -6.29 20.94 -3.60 2.79 0.64 -1.09
2014-5-24T23:17:22.223 26.50 23.88 657.29 24.25 -0.05 0.33 0.89 -6.29 20.94 -3.60 2.74 0.74 -1.22
2014-5-24T23:17:23.230 26.52 23.88 642.81 24.25 -0.05 0.31 0.89 -6.16 21.03 -3.17 2.75 1.03 -1.10
2014-5-24T23:17:24.237 26.52 23.88 642.81 24.25 -0.05 0.31 0.89 -6.16 21.03 -3.17 2.67 0.77 -1.11
2014-5-24T23:17:25.244 26.57 23.88 642.83 24.25 -0.05 0.33 0.89 -6.16 21.03 -3.17 2.74 0.81 -1.16
2014-5-24T23:17:26.251 26.52 23.88 621.12 24.25 -0.05 0.33 0.89 -6.13 21.12 -3.69 2.78 0.79 -1.01
2014-5-24T23:17:27.258 26.62 23.88 621.10 24.25 -0.05 0.31 0.89 -6.13 21.12 -3.69 2.68 0.89 -1.23
2014-5-24T23:17:28.266 26.50 23.88 613.87 24.25 -0.05 0.31 0.89 -6.26 21.06 -3.51 2.77 0.63 -1.20
